Latitude,Longitude,Yield
-17.822093,-52.082476,0.5288373
-17.822093,-52.08248,0.7594283
-17.822101,-52.082483,0.8826479
-17.822085,-52.082485,0.3356066
-17.822063,-52.082486,0.3313703
-17.822038,-52.082493,0.2364788
-17.822013,-52.082503,0.2153003
-17.821985,-52.082516,0.2028401
-17.821958,-52.08253,0.2811766
-17.821931,-52.082543,0.3929605
-17.821903,-52.082558,0.9455563
-17.821876,-52.082573,2.6164609
-17.821848,-52.082586,3.5038675
-17.821821,-52.082601,4.6433331
-17.821793,-52.082615,5.8574063
-17.821765,-52.08263,5.2500193
-17.821735,-52.082645,5.6570145
-17.821705,-52.082656,6.1390518
-17.821678,-52.082681,5.3962143
-17.821666,-52.08272,5.2626846
-17.821645,-52.082753,3.7786376
-17.821603,-52.082756,2.6743157
-17.82158,-52.082733,1.9108367
-17.821586,-52.082693,0.7306533
-17.82162,-52.082661,0.4689679
-17.821656,-52.08263,0.3285523
-17.82169,-52.0826,0.2225486
-17.821721,-52.082576,0.2564149
-17.821756,-52.082558,0.2351161
-17.82179,-52.08254,0.1683484
-17.821821,-52.082521,0.1911814
-17.821853,-52.082501,0.1624146
-17.821886,-52.082486,0.2206961
-17.821926,-52.082471,0.4242758
-17.821978,-52.082463,0.8826523
-17.82204,-52.082466,1.3002602
-17.822101,-52.082476,1.240698
-17.822165,-52.082488,0.7446761
-17.822228,-52.082501,0.3915809
-17.82229,-52.082518,0.1980701
-17.82235,-52.082536,0.1604384
-17.822411,-52.082556,0.1164742
-17.822471,-52.082575,0.1193504
-17.822533,-52.082595,0.1191903
-17.822593,-52.082613,0.1446122
-17.822653,-52.08263,0.1013761
-17.822713,-52.082651,0.1492559
-17.822771,-52.08267,0.1749063
-17.822821,-52.082686,0.261496
-17.82286,-52.0827,0.3183135
-17.822898,-52.082711,3.0888952
-17.822043,-52.082495,32.1475236
-17.822043,-52.082493,2.0715848
-17.822033,-52.082503,0.8594414
-17.822021,-52.082516,0.7317042
-17.822003,-52.08253,1.0407853
-17.821991,-52.082538,2.089438
-17.821998,-52.082528,0.5727941
-17.822016,-52.082498,0.6054655
-17.822041,-52.082478,0.7468075
-17.822061,-52.082468,0.9865256
-17.822076,-52.08246,1.0561991
-17.822091,-52.08245,1.0167417
-17.822106,-52.08244,0.959699
-17.822123,-52.082431,0.9944212
-17.822141,-52.082423,0.8863698
-17.822161,-52.082413,0.8546263
-17.822186,-52.082401,1.259241
-17.822211,-52.08239,1.6461235
-17.82224,-52.082376,2.3500491
-17.822268,-52.082363,2.741842
-17.822298,-52.082348,3.1897957
-17.822341,-52.082326,3.8719788
-17.822358,-52.082318,4.8462425
-17.822401,-52.082295,5.1103994
-17.822416,-52.082286,5.0860494
-17.822448,-52.082271,5.4644752
-17.82249,-52.082251,5.8622104
-17.822518,-52.082236,5.7038282
-17.822533,-52.08223,5.5678291
-17.82258,-52.082208,6.2528125
-17.82261,-52.082193,6.054333
-17.822628,-52.082185,6.28655
-17.822671,-52.082161,4.9311493
-17.822703,-52.082146,5.6170751
-17.822733,-52.082133,5.1626439
-17.822765,-52.082116,5.0503239
-17.822781,-52.08211,5.7305526
-17.822831,-52.082086,5.3007433
-17.822865,-52.08207,6.0067847
-17.822896,-52.082055,5.6964562
-17.82293,-52.08204,6.0098849
-17.822965,-52.082026,6.1463623
-17.822996,-52.08201,5.6828498
-17.823028,-52.081993,5.9592672
-17.823063,-52.081976,5.9143228
-17.823078,-52.08197,6.1286952
-17.823128,-52.081946,5.3068667
-17.823161,-52.08193,5.6240851
-17.823193,-52.081915,5.8519651
-17.823208,-52.081906,5.6898952
-17.823256,-52.081883,5.2455298
-17.823291,-52.081868,5.4832055
-17.823326,-52.081851,6.0740416
-17.823358,-52.081836,5.924232
-17.823391,-52.081821,6.0033458
-17.823423,-52.081806,6.7579605
-17.823458,-52.081791,6.2033769
-17.82349,-52.081776,6.5179163
-17.823525,-52.08176,5.3903846
-17.823556,-52.081745,5.3157379
-17.823591,-52.08173,5.9541412
-17.823625,-52.081715,5.346452
-17.823641,-52.081706,4.9105096
-17.823673,-52.081691,5.5525067
-17.823725,-52.081666,5.7136527
-17.823758,-52.08165,5.7363145
-17.823791,-52.081635,5.5890157
-17.823823,-52.081621,5.0326407
-17.823856,-52.081605,5.0795041
-17.823886,-52.08159,4.8743587
-17.82392,-52.081575,4.4617684
-17.823953,-52.081558,4.6509136
-17.823985,-52.081543,4.7913975
-17.824018,-52.081526,5.1469686
-17.82405,-52.081511,4.9729158
-17.824083,-52.081495,5.282561
-17.824116,-52.081481,5.5710715
-17.824151,-52.081465,5.1674695
-17.824186,-52.08145,4.7755706
-17.824205,-52.081441,5.1758496
-17.824253,-52.081418,5.6634307
-17.824285,-52.081405,5.500167
-17.824318,-52.081386,5.0045442
-17.824348,-52.081375,5.7357305
-17.82438,-52.081358,5.0716824
-17.824415,-52.081345,5.8618529
-17.824451,-52.081328,5.6746828
-17.824483,-52.081313,5.4680163
-17.824515,-52.081298,5.3498265
-17.824546,-52.081285,5.1938369
-17.824576,-52.081268,5.6132065
-17.824608,-52.081253,5.8310255
-17.824641,-52.081238,5.1521621
-17.824675,-52.081223,5.2602095
-17.824708,-52.081208,4.5269799
-17.824741,-52.081193,4.9599655
-17.824773,-52.081178,5.3913373
-17.824806,-52.081161,5.7768585
-17.824838,-52.081145,5.3819716
-17.82487,-52.081131,5.419043
-17.824901,-52.081115,5.0023523
-17.824935,-52.0811,5.3368551
-17.824966,-52.081085,5.5594235
-17.825,-52.08107,5.7235312
-17.825035,-52.081055,5.4354806
-17.825066,-52.08104,6.1518026
-17.825098,-52.081025,5.5093547
-17.825133,-52.08101,5.6469674
-17.825165,-52.080995,5.7178278
-17.825198,-52.080981,5.742971
-17.825233,-52.080965,5.2965044
-17.825266,-52.08095,6.379834
-17.825296,-52.080935,6.2288573
-17.825328,-52.080921,6.3147843
-17.825361,-52.080906,6.4324647
-17.825393,-52.080891,6.1613914
-17.825426,-52.080876,6.2840567
-17.825461,-52.080861,5.813632
-17.825493,-52.080846,6.1301865
-17.825525,-52.080831,6.0710493
-17.825556,-52.080818,5.9944851
-17.825591,-52.080803,5.9291165
-17.825625,-52.080788,6.2640694
-17.825658,-52.080773,5.8649276
-17.825691,-52.080758,6.1687317
-17.825725,-52.080743,6.0745407
-17.825756,-52.080728,5.9027635
-17.82579,-52.080711,6.0016601
-17.825821,-52.080695,6.0080639
-17.825853,-52.08068,6.3946976
-17.825886,-52.080665,5.9904178
-17.82592,-52.080651,6.2462713
-17.825951,-52.080635,5.8833586
-17.825985,-52.08062,5.9749287
-17.82602,-52.080603,5.7035218
-17.826053,-52.080588,5.8334063
-17.826088,-52.080571,5.9374425
-17.826123,-52.080556,5.6070984
-17.826158,-52.080541,5.3998423
-17.826191,-52.080525,5.6926094
-17.826225,-52.080511,5.8318986
-17.826258,-52.080495,5.7271764
-17.82629,-52.08048,5.8618988
-17.826325,-52.080465,5.8977612
-17.826356,-52.08045,6.4565663
-17.826391,-52.080435,5.9506516
-17.826425,-52.08042,4.9423792
-17.826455,-52.080405,5.9658173
-17.826488,-52.080388,5.749092
-17.82652,-52.080373,6.1530633
-17.826553,-52.08036,6.4189591
-17.826585,-52.080345,6.2464307
-17.826615,-52.080331,6.4540753
-17.826648,-52.080315,6.1520821
-17.826681,-52.0803,6.5250177
-17.826713,-52.080285,5.9113204
-17.826748,-52.08027,5.7668138
-17.82678,-52.080255,6.3908238
-17.826811,-52.08024,6.1725083
-17.826843,-52.080225,6.1729183
-17.826875,-52.08021,6.1294851
-17.826908,-52.080195,6.3953087
-17.826938,-52.080181,5.9656553
-17.82697,-52.080166,6.5715358
-17.827001,-52.080151,6.5637376
-17.827035,-52.080135,6.5044981
-17.827068,-52.080121,6.3449229
-17.8271,-52.080106,5.8642846
-17.82713,-52.08009,6.7820028
-17.827163,-52.080075,6.1751189
-17.827195,-52.08006,6.7184336
-17.827226,-52.080043,7.1477348
-17.827258,-52.080028,6.6064351
-17.827288,-52.080015,6.4718611
-17.82732,-52.08,6.0184088
-17.827353,-52.079983,6.2466292
-17.827385,-52.079968,6.478455
-17.827418,-52.079953,6.9528249
-17.827453,-52.07994,6.3140201
-17.827485,-52.079925,6.1189126
-17.827518,-52.07991,6.0038232
-17.827551,-52.079895,6.4207425
-17.827583,-52.079878,6.2354583
-17.827613,-52.079865,6.1594174
-17.827648,-52.07985,6.3871615
-17.827681,-52.079835,6.8311628
-17.827715,-52.079818,6.5348692
-17.827746,-52.079803,6.8651923
-17.82778,-52.079788,6.7448623
-17.827815,-52.079771,6.2872235
-17.82785,-52.079756,7.2007529
-17.827883,-52.079741,7.057977
-17.827915,-52.079726,6.3738943
-17.827948,-52.07971,6.5964588
-17.827981,-52.079695,6.017931
-17.828016,-52.07968,6.0547099
-17.82805,-52.079665,6.0801234
-17.828083,-52.079648,6.282668
-17.828118,-52.079633,6.4816444
-17.828153,-52.079616,7.1501755
-17.828186,-52.0796,6.4476239
-17.828218,-52.079585,5.8951239
-17.828255,-52.079568,6.1270487
-17.828288,-52.079553,6.8307212
-17.828321,-52.079538,6.2615232
-17.828355,-52.079523,6.2913996
-17.828386,-52.079506,5.8416089
-17.828421,-52.079491,5.9210925
-17.828453,-52.079476,6.4001702
-17.828488,-52.079461,6.2337611
-17.828521,-52.079446,5.6964933
-17.828555,-52.079428,5.7849077
-17.828588,-52.079413,6.3942476
-17.828621,-52.079396,6.3452063
-17.828653,-52.07938,6.0658809
-17.828686,-52.079365,6.2614593
-17.82872,-52.07935,6.6579232
-17.828753,-52.079335,6.3252409
-17.828788,-52.07932,6.9332516
-17.82882,-52.079303,6.3445942
-17.828853,-52.079286,5.7793308
-17.828886,-52.079271,5.8673437
-17.82892,-52.079255,6.3316917
-17.828953,-52.07924,6.6650437
-17.828986,-52.079225,6.0047387
-17.82902,-52.079208,6.4775318
-17.829053,-52.079191,6.2751862
-17.829088,-52.079176,5.7821532
-17.829123,-52.079163,6.3871615
-17.829158,-52.079145,6.1381993
-17.82919,-52.07913,6.2365325
-17.829223,-52.079111,5.4117075
-17.829255,-52.079096,6.3327655
-17.829305,-52.079073,6.253447
-17.829321,-52.079066,6.3244163
-17.829371,-52.079043,6.6294072
-17.829405,-52.079028,6.8583332
-17.82942,-52.079021,6.5515426
-17.829471,-52.078998,5.8761111
-17.829503,-52.078983,6.4561385
-17.829536,-52.078966,6.3455172
-17.82957,-52.078951,6.8441526
-17.829603,-52.078936,6.079826
-17.829638,-52.07892,6.2678768
-17.829671,-52.078905,6.9177488
-17.829705,-52.07889,7.124833
-17.82974,-52.078875,6.5190627
-17.829771,-52.07886,6.242381
-17.82979,-52.078851,6.058064
-17.829821,-52.078835,6.8271562
-17.82987,-52.078811,6.8366206
-17.829905,-52.078798,6.2867049
-17.82992,-52.07879,6.1291209
-17.82997,-52.078766,6.432092
-17.829986,-52.078758,6.3486134
-17.83002,-52.078743,6.7011197
-17.830053,-52.078728,6.948633
-17.830103,-52.078705,6.8897804
-17.830135,-52.07869,6.6607791
-17.830153,-52.078681,6.5956961
-17.830205,-52.07866,6.9631607
-17.830236,-52.078645,6.2635988
-17.830253,-52.078636,6.7728364
-17.830301,-52.078613,6.6123612
-17.830335,-52.078598,7.2144283
-17.830368,-52.078583,7.4381942
-17.830401,-52.078566,7.4986968
-17.830435,-52.078551,6.1437954
-17.830453,-52.078543,6.0020714
-17.830503,-52.07852,7.2999032
-17.83052,-52.078513,6.3359612
-17.830555,-52.078496,6.2407259
-17.830606,-52.078473,6.4046797
-17.830643,-52.078458,6.6644015
-17.830675,-52.078443,6.7966278
-17.830708,-52.078426,5.9046971
-17.830741,-52.078411,6.4724423
-17.830773,-52.078395,6.035564
-17.830806,-52.07838,5.8666833
-17.83084,-52.078365,6.6711971
-17.830871,-52.078348,6.7854192
-17.830906,-52.078333,6.3766679
-17.83094,-52.078318,6.4644465
-17.830973,-52.078303,6.3252031
-17.831005,-52.078288,5.6800794
-17.83104,-52.078273,6.16741
-17.831056,-52.078266,6.0899338
-17.831105,-52.078241,6.7676413
-17.831138,-52.078226,6.6608465
-17.831171,-52.078211,6.545939
-17.831205,-52.078196,6.7960235
-17.831238,-52.078181,6.3181316
-17.831271,-52.078166,6.6654029
-17.831305,-52.07815,6.9601111
-17.831338,-52.078135,7.8003732
-17.831368,-52.07812,7.2845025
-17.8314,-52.078103,6.1975293
-17.83143,-52.078088,7.2186552
-17.831458,-52.078086,7.6117963
-17.831488,-52.078086,7.7798977
-17.83151,-52.078071,12.5005373
-17.831513,-52.07806,16.1296956
-17.831513,-52.078045,8.1780952
-17.83151,-52.078028,3.6410088
-17.8315,-52.078013,1.3799411
-17.831486,-52.078003,0.7739614
-17.83147,-52.077998,0.4866247
-17.831448,-52.078,0.4706222
-17.831435,-52.07801,0.4909377
-17.831425,-52.078016,0.5820391
-17.831413,-52.078028,0.3979574
-17.8314,-52.078038,0.4523641
-17.831385,-52.078051,0.308027
-17.831363,-52.078068,0.2837578
-17.831338,-52.078081,0.7775868
-17.83131,-52.078096,1.4851169
-17.831281,-52.07811,2.3095963
-17.831253,-52.078123,3.1622483
-17.831225,-52.078138,4.0043371
-17.831196,-52.078151,4.8854402
-17.831168,-52.078166,5.842252
-17.83114,-52.07818,6.1312845
-17.831111,-52.078193,6.8120907
-17.831085,-52.078208,6.3325686
-17.831056,-52.078221,5.7128119
-17.831028,-52.078235,5.8361234
-17.831,-52.07825,6.2762256
-17.830971,-52.078263,6.4290578
-17.830941,-52.078276,5.3533285
-17.830908,-52.078295,4.9965163
-17.830875,-52.078311,5.4492932
-17.830841,-52.078328,5.3949758
-17.830806,-52.078343,5.7825486
-17.830773,-52.07836,5.380423
-17.83074,-52.078378,5.6552476
-17.830706,-52.078393,5.831972
-17.830673,-52.078408,6.4390239
-17.83064,-52.078423,6.0607385
-17.830608,-52.07844,6.1085989
-17.830575,-52.078455,6.088877
-17.830541,-52.07847,6.0787847
-17.830508,-52.078486,6.1060693
-17.830475,-52.078503,6.7189988
-17.830441,-52.078516,6.3170007
-17.830408,-52.078531,5.9949399
-17.830376,-52.078548,6.3118573
-17.830343,-52.078563,6.0882001
-17.830311,-52.07858,6.4612864
-17.830276,-52.078595,6.6164032
-17.830245,-52.07861,6.3662869
-17.83021,-52.078623,6.528946
-17.830176,-52.078638,6.2388279
-17.830143,-52.078655,6.7178588
-17.83011,-52.07867,6.1988439
-17.830078,-52.078685,6.8435559
-17.830045,-52.0787,6.1879897
-17.830011,-52.078715,6.9181188
-17.82998,-52.07873,6.8888766
-17.829946,-52.078743,6.7890548
-17.829913,-52.078758,6.6385629
-17.82988,-52.078775,6.5413628
-17.829848,-52.078791,6.5946949
-17.829816,-52.078806,6.3405954
-17.829781,-52.078821,5.9283826
-17.82975,-52.078836,6.576372
-17.829718,-52.078851,6.2830174
-17.829685,-52.078865,6.0307676
-17.829651,-52.07888,6.1819219
-17.829616,-52.078893,5.9882526
-17.829581,-52.078906,6.1425604
-17.82955,-52.078923,6.5634935
-17.829516,-52.078938,5.8189992
-17.829483,-52.078953,6.4261933
-17.829451,-52.07897,6.3685511
-17.82942,-52.078985,6.072515
-17.829386,-52.079,5.9656559
-17.829355,-52.079015,6.4844417
-17.829321,-52.079031,6.4623341
-17.829288,-52.079046,6.174744
-17.829256,-52.079061,6.4064531
-17.829225,-52.079078,6.0435803
-17.829191,-52.079093,6.3109402
-17.82916,-52.07911,6.5560991
-17.829126,-52.079125,6.2882659
-17.829093,-52.07914,6.3681896
-17.829061,-52.079155,7.2221878
-17.829028,-52.07917,6.6408836
-17.828996,-52.079185,6.2067612
-17.828965,-52.079201,5.7128901
-17.828931,-52.079218,6.0424168
-17.8289,-52.079235,6.2666004
-17.828868,-52.07925,6.2965211
-17.828836,-52.079266,6.5861103
-17.828803,-52.079283,6.7492279
-17.828771,-52.079298,7.2262912
-17.828738,-52.079311,6.8218682
-17.828706,-52.079326,7.0890782
-17.828673,-52.07934,6.5815434
-17.828641,-52.079356,7.2265217
-17.828615,-52.079368,9.4675866
-17.828591,-52.079378,16.5173562
-17.828586,-52.07938,21.450002
-17.82856,-52.079348,1.8996538
-17.82855,-52.079355,0.6694152
-17.828526,-52.079366,0.7740349
-17.8285,-52.079381,0.6603183
-17.828471,-52.079396,0.543725
-17.828441,-52.079413,0.7788366
-17.82841,-52.07943,2.3676905
-17.828378,-52.079445,3.4950959
-17.828346,-52.079461,4.0532365
-17.828313,-52.079476,5.1605456
-17.828281,-52.079495,5.6298562
-17.828248,-52.07951,5.4636856
-17.828215,-52.079525,5.9397476
-17.82818,-52.079541,6.7575518
-17.828148,-52.079556,5.9964918
-17.828116,-52.079571,6.0296395
-17.828083,-52.07959,6.0870431
-17.828051,-52.079603,6.5464063
-17.82802,-52.079618,6.2344696
-17.82799,-52.079636,6.5763356
-17.827956,-52.079651,6.1738646
-17.827923,-52.079668,5.73606
-17.82789,-52.07968,5.1669707
-17.827855,-52.079696,6.133865
-17.82782,-52.079711,6.0797836
-17.827788,-52.079728,5.9453354
-17.827755,-52.079743,5.6214106
-17.827721,-52.07976,6.1532212
-17.827688,-52.079776,6.4157264
-17.827656,-52.079791,6.3656933
-17.827623,-52.079806,6.398097
-17.82759,-52.079823,6.2454879
-17.827558,-52.079838,6.4280938
-17.827523,-52.079858,6.5763962
-17.82749,-52.079875,6.8640969
-17.827458,-52.07989,6.1888019
-17.827425,-52.079905,5.9529826
-17.827393,-52.079921,6.0706238
-17.82736,-52.079936,6.4371216
-17.827323,-52.079948,6.476174
-17.82729,-52.079963,7.5788642
-17.82724,-52.079986,6.1808644
-17.827223,-52.079996,5.9011103
-17.827191,-52.080013,5.9141736
-17.827158,-52.08003,6.1025995
-17.827125,-52.080043,6.3145097
-17.82709,-52.080058,6.0621332
-17.827058,-52.080073,6.1851669
-17.827025,-52.080088,6.4454825
-17.826993,-52.080105,6.2618288
-17.82696,-52.080121,6.3034062
-17.826926,-52.080138,5.6224623
-17.826878,-52.080161,6.6579619
-17.826861,-52.080168,6.6915303
-17.826828,-52.080183,6.3251906
-17.826793,-52.0802,6.3373859
-17.826758,-52.080211,6.6453666
-17.826711,-52.080236,6.2360788
-17.826695,-52.080245,6.3090655
-17.826661,-52.08026,5.910667
-17.826613,-52.080283,6.2251112
-17.826596,-52.08029,6.7640927
-17.826563,-52.080308,6.6203753
-17.826515,-52.08033,6.6280418
-17.826498,-52.080338,6.5067985
-17.826465,-52.080351,6.1972132
-17.82643,-52.080368,6.3851805
-17.826398,-52.080383,6.4904386
-17.826366,-52.080401,6.1714102
-17.826335,-52.080416,6.4024908
-17.826301,-52.080431,6.1160859
-17.82627,-52.080446,6.0949371
-17.826235,-52.080461,5.7746614
-17.826203,-52.080476,5.63874
-17.82617,-52.080491,5.4909333
-17.826135,-52.080506,5.6303677
-17.826103,-52.080525,6.036536
-17.82607,-52.08054,5.7630452
-17.826036,-52.080553,5.9792766
-17.826001,-52.080568,6.0766237
-17.825968,-52.080583,6.333057
-17.825936,-52.080598,6.0582545
-17.825901,-52.080611,6.274721
-17.825868,-52.080626,6.5937372
-17.825836,-52.080641,6.1077823
-17.825803,-52.080656,6.8069076
-17.82577,-52.080673,6.2952094
-17.825721,-52.080696,6.5105646
-17.825705,-52.080705,6.1923498
-17.825653,-52.080725,6.6594286
-17.825621,-52.080741,6.8282413
-17.825586,-52.080756,6.1110138
-17.825555,-52.080771,5.6212191
-17.825538,-52.080778,6.121567
-17.825505,-52.080793,7.0680954
-17.825458,-52.080818,6.0500632
-17.825425,-52.080833,5.8457001
-17.825391,-52.080848,5.8429339
-17.825358,-52.080863,6.0532751
-17.825323,-52.080876,5.9756348
-17.82529,-52.08089,6.2957422
-17.825253,-52.080905,6.4653691
-17.82522,-52.080918,6.9268629
-17.825203,-52.080926,6.3600718
-17.825153,-52.08095,5.9227962
-17.82512,-52.080966,6.539923
-17.825086,-52.08098,6.2673352
-17.825053,-52.080995,6.4804084
-17.82502,-52.08101,6.5541406
-17.824986,-52.081025,6.7350478
-17.824955,-52.081041,6.726014
-17.824938,-52.081048,6.3760267
-17.824888,-52.08107,6.0938309
-17.824855,-52.081086,6.9428739
-17.824821,-52.081101,6.5196347
-17.82479,-52.081118,5.8757723
-17.824758,-52.081135,5.9713391
-17.824725,-52.08115,6.3222906
-17.824693,-52.081166,6.8194286
-17.82466,-52.081181,6.5495107
-17.824625,-52.081196,6.42854
-17.82461,-52.081205,6.1208883
-17.824561,-52.08123,5.9070002
-17.824528,-52.081245,5.3615569
-17.824495,-52.081261,5.3869604
-17.82446,-52.081275,5.4985492
-17.824426,-52.081291,5.688052
-17.824393,-52.081306,5.7689891
-17.82436,-52.08132,6.4673123
-17.824325,-52.081335,6.454665
-17.824293,-52.08135,6.0760506
-17.824261,-52.081366,6.4503802
-17.824228,-52.081381,6.1917292
-17.824196,-52.081396,6.5563093
-17.824163,-52.081413,5.8332021
-17.82413,-52.081428,6.1814778
-17.824098,-52.081445,5.931303
-17.824063,-52.08146,6.1754664
-17.82403,-52.081475,5.6427666
-17.823996,-52.08149,6.0598189
-17.823965,-52.081506,5.7980521
-17.823931,-52.081521,6.0277969
-17.8239,-52.081538,5.8374454
-17.823866,-52.081555,5.8201022
-17.823835,-52.08157,5.7369485
-17.8238,-52.081585,5.8547667
-17.823768,-52.081603,5.893966
-17.823733,-52.081616,5.3565853
-17.8237,-52.08163,5.5480912
-17.823665,-52.081645,5.7015004
-17.823633,-52.08166,5.1542321
-17.8236,-52.081676,5.6769619
-17.823566,-52.081691,5.171437
-17.823533,-52.081706,5.6126916
-17.8235,-52.081721,5.3251485
-17.82347,-52.081738,5.0559463
-17.82344,-52.081756,5.2275997
-17.823406,-52.081771,5.2514168
-17.823373,-52.081786,5.9470629
-17.823341,-52.081803,5.8739018
-17.823308,-52.081818,6.0171537
-17.823275,-52.081833,6.2033247
-17.823243,-52.08185,6.2776798
-17.823211,-52.081866,6.2776798
-17.82318,-52.081883,6.1939634
-17.823148,-52.081901,6.352584
-17.823116,-52.081918,5.3904492
-17.823085,-52.081935,5.801134
-17.823051,-52.081951,5.6534342
-17.82302,-52.081966,5.7863944
-17.822986,-52.08198,6.0265291
-17.822951,-52.081995,5.3795919
-17.822918,-52.082011,6.0606218
-17.822885,-52.082025,5.542443
-17.822851,-52.08204,5.5622207
-17.82282,-52.082055,5.5181985
-17.822785,-52.08207,5.0850653
-17.822753,-52.082086,5.3175485
-17.822721,-52.082103,5.7090994
-17.822688,-52.082118,5.9162961
-17.822655,-52.082135,5.5097081
-17.822625,-52.082153,5.5432265
-17.82259,-52.082168,5.4018189
-17.822556,-52.082183,5.4327957
-17.822523,-52.0822,5.0853718
-17.822491,-52.082215,5.253832
-17.822458,-52.08223,5.3575168
-17.822423,-52.082245,5.4819326
-17.82239,-52.082261,5.8020334
-17.822358,-52.082276,5.7342644
-17.822325,-52.082291,5.9519273
-17.822293,-52.082308,5.5045856
-17.822258,-52.082325,5.5175298
-17.822226,-52.08234,6.1602096
-17.822195,-52.082356,6.3286282
-17.822165,-52.082371,6.3253393
-17.822133,-52.082388,6.7450211
-17.822105,-52.082401,7.8318111
-17.822078,-52.082415,6.8484546
-17.822051,-52.082426,6.747209
-17.822023,-52.082438,6.7059529
-17.821996,-52.082453,5.8759326
-17.821966,-52.082476,4.8916794
-17.821951,-52.082515,4.2529896
-17.821973,-52.08255,3.0561701
-17.822011,-52.082553,2.101621
-17.822036,-52.082526,1.0929153
-17.822058,-52.0825,0.596993
-17.822071,-52.082485,0.7389083
-17.822081,-52.082475,0.7837066
-17.822096,-52.082465,0.6146476
-17.822116,-52.082465,0.7123028
-17.822131,-52.082473,0.655519
-17.822143,-52.082486,0.6923296
-17.822158,-52.082496,1.2001045
-17.822165,-52.0825,2.1463339
-17.822166,-52.0825,2.852704
-17.822161,-52.082496,1.0106508
-17.82215,-52.082491,0.8760892
-17.822138,-52.082488,1.3062932
-17.822135,-52.08249,0.6544873
-17.822155,-52.082486,0.5163886
-17.822176,-52.08248,0.47427
-17.822196,-52.08247,0.4842653
-17.822216,-52.082458,0.5308611
-17.822236,-52.08245,0.499589
-17.82226,-52.082438,0.4466485
-17.822283,-52.082426,0.6676668
-17.822311,-52.082413,1.3476923
-17.82234,-52.082401,2.4176418
-17.82237,-52.082386,3.3553702
-17.8224,-52.082373,4.2161157
-17.822428,-52.08236,5.0038943
-17.822458,-52.082345,4.8869044
-17.822488,-52.08233,5.3651267
-17.822518,-52.082316,6.1066283
-17.822548,-52.082301,5.6223868
-17.822578,-52.082286,5.6765466
-17.822608,-52.082273,5.7365347
-17.82264,-52.082258,5.1348835
-17.82267,-52.082241,5.7429846
-17.822703,-52.082225,5.5496503
-17.822735,-52.08221,5.4883112
-17.822766,-52.082195,5.9285323
-17.822798,-52.08218,5.3468266
-17.822831,-52.082161,5.5610212
-17.822861,-52.082146,6.4207668
-17.822893,-52.08213,5.6660677
-17.822926,-52.082113,8.7411144
-17.822958,-52.082096,6.7034406
-17.82299,-52.082083,6.0845319
-17.82302,-52.08207,5.7152271
-17.823051,-52.082055,6.4552127
-17.823085,-52.08204,6.406609
-17.823115,-52.082026,7.0223478
-17.823146,-52.082008,7.3950614
-17.823178,-52.081991,6.3452512
-17.82321,-52.081976,5.694092
-17.823241,-52.081961,5.8646672
-17.823273,-52.081945,6.0241293
-17.823305,-52.081928,5.4838479
-17.823336,-52.081915,5.5257786
-17.823368,-52.0819,5.8119522
-17.823401,-52.081886,5.6641343
-17.823435,-52.081873,4.9956978
-17.823466,-52.081856,5.6197251
-17.8235,-52.081841,5.8481742
-17.823533,-52.081826,6.2108716
-17.823565,-52.081811,6.2041502
-17.823596,-52.081796,5.663075
-17.82363,-52.081781,6.0540544
-17.823663,-52.081765,6.8203742
-17.823695,-52.081751,7.1539167
-17.823728,-52.081736,7.0600422
-17.82376,-52.081721,6.9282816
-17.823793,-52.081706,6.8106503
-17.823825,-52.081693,6.7653914
-17.823855,-52.081678,6.5200691
-17.823886,-52.081665,6.4285042
-17.82392,-52.081648,6.94568
-17.823951,-52.081633,6.6406438
-17.823983,-52.081616,6.1740126
-17.824013,-52.081601,6.4260628
-17.824045,-52.081588,6.1288796
-17.824076,-52.081573,6.4959062
-17.82411,-52.081558,6.1525497
-17.824143,-52.081541,6.2915859
-17.824175,-52.081526,6.7078224
-17.824206,-52.08151,7.126811
-17.824238,-52.081495,6.3973224
-17.824271,-52.081478,6.6381162
-17.824305,-52.081465,6.702358
-17.824338,-52.081448,6.8486723
-17.824371,-52.081433,6.404495
-17.824405,-52.081416,6.3172705
-17.824438,-52.081401,6.4918954
-17.824486,-52.08138,6.5990979
-17.824521,-52.081363,6.1504441
-17.824538,-52.081355,5.8429003
-17.824588,-52.081333,6.2021618
-17.824621,-52.081318,6.2895493
-17.824653,-52.081303,6.451884
-17.824668,-52.081296,5.8833293
-17.8247,-52.081281,6.4372655
-17.824733,-52.081266,6.4433452
-17.824783,-52.081243,6.80284
-17.824816,-52.081228,6.4454277
-17.824833,-52.08122,6.2960276
-17.824883,-52.081196,6.509054
-17.824916,-52.08118,6.2327449
-17.824931,-52.081171,6.5990979
-17.824981,-52.081148,6.357904
-17.825015,-52.081131,6.9517515
-17.825048,-52.081118,6.3576438
-17.825063,-52.081111,6.7164306
-17.825113,-52.08109,6.5660141
-17.82513,-52.081083,6.6120837
-17.825163,-52.08107,6.4056239
-17.825195,-52.081056,6.4174815
-17.82524,-52.081035,6.9442424
-17.825256,-52.081028,6.5843105
-17.825288,-52.081013,6.7611586
-17.825336,-52.080991,6.7189532
-17.825353,-52.080983,6.6680725
-17.825386,-52.080968,6.7534002
-17.825436,-52.080946,6.0249359
-17.82547,-52.080931,5.7809756
-17.825501,-52.08092,6.0177172
